N,Time
100,0.02
200,0.05
300,0.13
400,0.38
500,1.18
600,1.21
700,1.24
800,3.89
900,4.03
1000,4.06
1100,13.08
1200,12.8
1300,12.93
1400,12.85
1500,12.73
1600,38.61
1700,37.96
1800,40.1
1900,48.29
2000,42.36
2100,40.64
2200,39.96
2300,44.81
2400,126.6
2500,122.22
2600,121.37
2700,129.04
2800,120.15
2900,126.09
3000,127.64
3100,127.09
