N,Time
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.01
16,0.02
17,0.03
18,0.06
19,0.14
20,0.21
21,0.37
22,1.33
23,2.4
24,5.84
25,9.67
26,21.71
27,40.82
28,77.92
29,204.23
